Date,Content,Video title,Video publish time,Duration,Stayed to watch (%)
2022-08-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-08-31,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-09-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-10-31,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-11-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2022-12-31,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-01-31,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-02-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-03-31,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-19,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-20,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-21,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-22,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-23,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-24,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-25,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-26,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-27,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-28,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-29,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-04-30,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-01,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-02,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-03,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-04,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-05,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-06,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-07,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-08,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-09,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-10,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-11,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-12,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-13,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-14,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-15,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-16,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-17,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
2023-05-18,6xFxE92I6Nk,Is PHP the new JavaScript?,"Sep 27, 2024",978,0
